Output File                                          Name                                Type        FSH File                                            Lines
Bundle-VSDMBundle-GKV-A123456780.json                VSDMBundle-GKV-A123456780           Instance    examples/VSDMBundle-GKV-A123456780.fsh              1 - 19
Bundle-VSDMBundle-GKV-B234567895.json                VSDMBundle-GKV-B234567895           Instance    examples/VSDMBundle-GKV-B234567895.fsh              1 - 21
Bundle-VSDMBundle-GKV-C345678908.json                VSDMBundle-GKV-C345678908           Instance    examples/VSDMBundle-GKV-C345678908.fsh              1 - 19
Bundle-VSDMBundle-GKV-D456789013.json                VSDMBundle-GKV-D456789013           Instance    examples/VSDMBundle-GKV-D456789013.fsh              1 - 19
Bundle-VSDMBundle-GKV-E567890127.json                VSDMBundle-GKV-E567890127           Instance    examples/VSDMBundle-GKV-E567890127.fsh              1 - 21
Bundle-VSDMBundle-GKV-F678901231.json                VSDMBundle-GKV-F678901231           Instance    examples/VSDMBundle-GKV-F678901231.fsh              1 - 19
Bundle-VSDMBundle-GKV-G789012344.json                VSDMBundle-GKV-G789012344           Instance    examples/VSDMBundle-GKV-G789012344.fsh              1 - 19
Bundle-VSDMBundle-GKV-H890123459.json                VSDMBundle-GKV-H890123459           Instance    examples/VSDMBundle-GKV-H890123459.fsh              1 - 21
Bundle-VSDMBundle-GKV-I901234562.json                VSDMBundle-GKV-I901234562           Instance    examples/VSDMBundle-GKV-I901234562.fsh              1 - 19
Bundle-VSDMBundle-GKV-J012345677.json                VSDMBundle-GKV-J012345677           Instance    examples/VSDMBundle-GKV-J012345677.fsh              1 - 19
Bundle-VSDMBundle-GKV-K123456781.json                VSDMBundle-GKV-K123456781           Instance    examples/VSDMBundle-GKV-K123456781.fsh              1 - 21
Bundle-VSDMBundle-GKV-L234567896.json                VSDMBundle-GKV-L234567896           Instance    examples/VSDMBundle-GKV-L234567896.fsh              1 - 19
Bundle-VSDMBundle-GKV-M345678909.json                VSDMBundle-GKV-M345678909           Instance    examples/VSDMBundle-GKV-M345678909.fsh              1 - 19
Bundle-VSDMBundle-GKV-N456789014.json                VSDMBundle-GKV-N456789014           Instance    examples/VSDMBundle-GKV-N456789014.fsh              1 - 21
Bundle-VSDMBundle-GKV-O567890128.json                VSDMBundle-GKV-O567890128           Instance    examples/VSDMBundle-GKV-O567890128.fsh              1 - 19
Bundle-VSDMBundle-GKV-Z987654321.json                VSDMBundle-GKV-Z987654321           Instance    examples/VSDMBundle-GKV-Z987654321.fsh              1 - 21
CodeSystem-VSDMErrorcodeCS.json                      VSDMErrorcodeCS                     CodeSystem  codesystems/VSDMErrorcodeCS.fsh                     1 - 25
CodeSystem-VSDMKostentraegerRolleCS.json             VSDMKostentraegerRolleCS            CodeSystem  codesystems/VSDMKostentraegerRolleCS.fsh            1 - 10
CodeSystem-VSDMRuhenderLeistungsanspruchArtCS.json   VSDMRuhenderLeistungsanspruchArtCS  CodeSystem  codesystems/VSDMRuhenderLeistungsanspruchArtCS.fsh  1 - 10
OperationOutcome-example-vsdm-operationoutcome.json  ExampleOperationOutcome             Instance    examples/ExampleOperationOutcome.fsh                1 - 13
StructureDefinition-VSDDatensatzGKV.json             VSDDatensatzGKV                     Logical     logicalmodel/VSDDatensatzGKV.fsh                    1 - 301
StructureDefinition-VSDMBundle.json                  VSDMBundle                          Profile     profiles/VSDMBundle.fsh                             1 - 42
StructureDefinition-VSDMComposition.json             VSDMComposition                     Profile     profiles/VSDMComposition.fsh                        1 - 28
StructureDefinition-VSDMCoverage.json                VSDMCoverage                        Profile     profiles/VSDMCoverage.fsh                           1 - 177
StructureDefinition-VSDMDMPTeilnahme.json            VSDMDMPTeilnahme                    Extension   extensions/VSDMDMPTeilnahme.fsh                     1 - 51
StructureDefinition-VSDMKostentraegerRolle.json      VSDMKostentraegerRolle              Extension   extensions/VSDMKostentraegerRolle.fsh               1 - 19
StructureDefinition-VSDMLaenderkennzeichen.json      VSDMLaenderkennzeichen              Extension   extensions/VSDMLaenderkennzeichen.fsh               1 - 19
StructureDefinition-VSDMOperationOutcome.json        VSDMOperationOutcome                Profile     profiles/VSDMOperationOutcome.fsh                   1 - 42
StructureDefinition-VSDMPatient.json                 VSDMPatient                         Profile     profiles/VSDMPatient.fsh                            1 - 225
StructureDefinition-VSDMPayorOrganization.json       VSDMPayorOrganization               Profile     profiles/VSDMPayorOrganization.fsh                  1 - 62
ValueSet-VSDMBesonderePersonengruppeVS.json          VSDMBesonderePersonengruppeVS       ValueSet    valuesets/VSDMBesonderePersonengruppeVS.fsh         1 - 11
ValueSet-VSDMDMPVS.json                              VSDMDMPVS                           ValueSet    valuesets/VSDMDMPVS.fsh                             1 - 18
ValueSet-VSDMErrorcodeVS.json                        VSDMErrorcodeVS                     ValueSet    valuesets/VSDMErrorcodeVS.fsh                       1 - 8
ValueSet-VSDMKostentraegerRolleVS.json               VSDMKostentraegerRolleVS            ValueSet    valuesets/VSDMKostentraegerRolleVS.fsh              1 - 7
ValueSet-VSDMNamenszusatzVS.json                     VSDMNamenszusatzVS                  ValueSet    valuesets/VSDMNamenszusatzVS.fsh                    1 - 7
ValueSet-VSDMRuhenderLeistungsanspruchArtVS.json     VSDMRuhenderLeistungsanspruchArtVS  ValueSet    valuesets/VSDMRuhenderLeistungsanspruchArtVS.fsh    1 - 7
ValueSet-VSDMVorsatzwortVS.json                      VSDMVorsatzwortVS                   ValueSet    valuesets/VSDMVorsatzwortVS.fsh                     1 - 7
ValueSet-VSDMWohnortprinzipVS.json                   VSDMWohnortprinzipVS                ValueSet    valuesets/VSDMWohnortprinzipVS.fsh                  1 - 39
